,Thermostat,Smoke_Alarm,Light A,Light B,Door,Person
591,53,OFF,OFF,OFF,LOCKED,Home
592,53,OFF,OFF,OFF,LOCKED,Home
593,53,OFF,OFF,OFF,LOCKED,Home
594,54,OFF,OFF,OFF,LOCKED,Home
595,53,OFF,OFF,OFF,LOCKED,Home
596,54,OFF,OFF,ON,LOCKED,Home
597,53,OFF,ON,OFF,LOCKED,Home
598,52,OFF,ON,OFF,LOCKED,Home
599,52,OFF,ON,OFF,LOCKED,Home
600,53,OFF,ON,OFF,LOCKED,Home
601,54,OFF,ON,OFF,LOCKED,Home
602,53,OFF,ON,OFF,LOCKED,Home
603,52,OFF,OFF,OFF,LOCKED,Home
604,53,OFF,OFF,OFF,LOCKED,Home
605,53,OFF,OFF,ON,LOCKED,Away
606,54,OFF,ON,ON,LOCKED,Away
607,55,OFF,ON,ON,LOCKED,Away
608,54,OFF,OFF,ON,LOCKED,Away
609,54,OFF,ON,ON,LOCKED,Away
610,53,OFF,ON,ON,LOCKED,Away
611,54,OFF,OFF,ON,LOCKED,Away
612,55,OFF,ON,ON,LOCKED,Away
613,54,OFF,ON,ON,LOCKED,Away
614,54,OFF,OFF,ON,LOCKED,Away
615,55,OFF,ON,ON,LOCKED,Away
616,56,OFF,ON,ON,LOCKED,Away
617,57,OFF,OFF,ON,LOCKED,Away
618,57,OFF,ON,ON,LOCKED,Away
619,58,OFF,ON,ON,LOCKED,Away
620,57,OFF,ON,ON,LOCKED,Away
621,56,OFF,ON,ON,LOCKED,Away
622,57,OFF,ON,ON,LOCKED,Away
623,58,OFF,OFF,ON,LOCKED,Home
624,57,OFF,ON,ON,LOCKED,Home
625,57,OFF,OFF,OFF,LOCKED,Home
626,56,OFF,OFF,ON,LOCKED,Away
627,57,OFF,ON,ON,LOCKED,Away
628,57,OFF,OFF,ON,LOCKED,Away
629,57,OFF,ON,ON,LOCKED,Away
630,56,OFF,ON,ON,LOCKED,Away
631,55,OFF,ON,ON,LOCKED,Away
632,54,OFF,OFF,ON,LOCKED,Away
633,53,OFF,ON,ON,LOCKED,Away
634,54,OFF,ON,ON,LOCKED,Away
635,54,OFF,ON,ON,LOCKED,Away
636,53,OFF,OFF,ON,LOCKED,Away
637,52,OFF,ON,ON,LOCKED,Away
638,52,OFF,ON,ON,LOCKED,Away
639,52,OFF,ON,ON,LOCKED,Away
640,53,OFF,OFF,ON,LOCKED,Away
641,54,OFF,ON,ON,LOCKED,Away
642,53,OFF,OFF,ON,LOCKED,Away
643,54,OFF,ON,ON,LOCKED,Away
644,53,OFF,ON,ON,LOCKED,Away
645,52,OFF,ON,ON,LOCKED,Away
646,53,OFF,ON,ON,LOCKED,Away
647,53,OFF,ON,ON,LOCKED,Away
648,53,OFF,OFF,ON,LOCKED,Away
649,53,OFF,ON,ON,LOCKED,Away
650,54,OFF,ON,ON,LOCKED,Away
651,55,OFF,ON,ON,LOCKED,Away
652,55,OFF,OFF,ON,LOCKED,Away
653,54,OFF,ON,ON,LOCKED,Away
654,53,OFF,ON,ON,LOCKED,Away
655,53,OFF,OFF,ON,LOCKED,Home
656,53,OFF,ON,OFF,LOCKED,Home
657,54,OFF,OFF,OFF,LOCKED,Home
658,55,OFF,OFF,OFF,LOCKED,Home
659,56,OFF,OFF,OFF,LOCKED,Home
660,57,OFF,OFF,OFF,LOCKED,Home
661,56,OFF,OFF,ON,LOCKED,Away
662,56,OFF,ON,ON,LOCKED,Away
663,55,OFF,OFF,ON,LOCKED,Away
664,56,OFF,ON,ON,LOCKED,Away
665,57,OFF,OFF,ON,LOCKED,Away
666,58,OFF,ON,ON,LOCKED,Away
667,58,OFF,OFF,ON,LOCKED,Home
668,58,OFF,ON,ON,LOCKED,Home
669,57,OFF,ON,ON,LOCKED,Home
670,58,OFF,ON,ON,LOCKED,Home
671,58,OFF,OFF,OFF,LOCKED,Home
672,57,OFF,OFF,OFF,LOCKED,Home
673,58,OFF,OFF,OFF,LOCKED,Home
674,57,OFF,OFF,OFF,LOCKED,Home
675,57,OFF,OFF,OFF,LOCKED,Home
676,57,OFF,OFF,ON,LOCKED,Home
677,57,OFF,ON,OFF,LOCKED,Home
678,56,OFF,ON,OFF,LOCKED,Home
679,57,OFF,OFF,OFF,LOCKED,Home
680,57,OFF,OFF,OFF,LOCKED,Home
681,56,OFF,OFF,OFF,LOCKED,Home
682,57,OFF,OFF,ON,LOCKED,Away
683,58,OFF,ON,ON,LOCKED,Away
684,58,OFF,OFF,ON,LOCKED,Home
685,57,OFF,ON,ON,LOCKED,Home
686,56,OFF,ON,ON,LOCKED,Home
687,55,OFF,ON,ON,LOCKED,Home
688,54,OFF,ON,ON,LOCKED,Home
689,53,OFF,OFF,ON,LOCKED,Away
690,54,OFF,ON,ON,LOCKED,Away
691,54,OFF,OFF,ON,LOCKED,Away
692,55,OFF,ON,ON,LOCKED,Home
693,54,OFF,OFF,OFF,LOCKED,Home
694,54,OFF,OFF,OFF,LOCKED,Home
695,53,OFF,OFF,OFF,LOCKED,Home
696,54,OFF,OFF,ON,LOCKED,Away
697,54,OFF,ON,ON,LOCKED,Away
698,53,OFF,ON,ON,LOCKED,Away
699,53,OFF,ON,ON,LOCKED,Away
700,53,OFF,ON,ON,LOCKED,Away
701,53,OFF,ON,ON,LOCKED,Away
702,52,OFF,ON,ON,LOCKED,Away
703,53,OFF,ON,ON,LOCKED,Away
704,54,OFF,ON,ON,LOCKED,Away
705,55,OFF,ON,ON,LOCKED,Away
706,54,OFF,OFF,ON,LOCKED,Away
707,53,OFF,ON,ON,LOCKED,Away
708,54,OFF,ON,ON,LOCKED,Away
709,53,OFF,ON,ON,LOCKED,Away
710,52,OFF,ON,ON,LOCKED,Away
711,52,OFF,ON,ON,LOCKED,Away
712,51,OFF,ON,ON,LOCKED,Away
713,52,OFF,ON,ON,LOCKED,Away
714,52,OFF,ON,ON,LOCKED,Away
715,52,OFF,OFF,ON,LOCKED,Away
716,52,OFF,ON,ON,LOCKED,Away
717,53,OFF,OFF,ON,LOCKED,Away
718,54,OFF,ON,ON,LOCKED,Away
719,54,OFF,ON,ON,LOCKED,Away
720,55,OFF,ON,ON,LOCKED,Away
721,55,OFF,ON,ON,LOCKED,Away
722,56,OFF,ON,ON,LOCKED,Away
723,57,OFF,OFF,ON,LOCKED,Home
724,58,OFF,ON,ON,LOCKED,Home
725,58,OFF,OFF,OFF,LOCKED,Home
726,59,OFF,OFF,OFF,LOCKED,Home
727,60,OFF,OFF,OFF,LOCKED,Home
728,61,OFF,OFF,OFF,LOCKED,Home
729,61,OFF,OFF,OFF,LOCKED,Home
730,60,OFF,OFF,ON,LOCKED,Home
731,61,OFF,ON,ON,LOCKED,Home
732,61,OFF,OFF,ON,LOCKED,Away
733,60,OFF,ON,ON,LOCKED,Away
734,60,OFF,OFF,ON,LOCKED,Away
735,61,OFF,ON,ON,LOCKED,Away
736,62,OFF,ON,ON,LOCKED,Away
737,61,OFF,ON,ON,LOCKED,Away
738,62,OFF,OFF,ON,LOCKED,Away
739,62,OFF,ON,ON,LOCKED,Away
740,61,OFF,ON,ON,LOCKED,Away
741,61,OFF,ON,ON,LOCKED,Away
742,62,OFF,ON,ON,LOCKED,Away
743,62,OFF,ON,ON,LOCKED,Away
744,63,OFF,OFF,ON,LOCKED,Away
745,62,OFF,ON,ON,LOCKED,Away
746,63,OFF,OFF,ON,LOCKED,Home
747,63,OFF,ON,ON,LOCKED,Home
748,62,OFF,OFF,OFF,LOCKED,Home
749,62,OFF,OFF,OFF,LOCKED,Home
750,61,OFF,OFF,OFF,LOCKED,Home
751,61,OFF,OFF,OFF,LOCKED,Home
752,61,OFF,OFF,OFF,LOCKED,Home
753,60,OFF,OFF,ON,LOCKED,Home
754,60,OFF,ON,OFF,LOCKED,Home
755,61,OFF,OFF,ON,LOCKED,Away
756,61,OFF,ON,ON,LOCKED,Away
757,60,OFF,ON,ON,LOCKED,Away
758,59,OFF,ON,ON,LOCKED,Away
759,59,OFF,ON,ON,LOCKED,Away
760,58,OFF,OFF,ON,LOCKED,Away
761,57,OFF,ON,ON,LOCKED,Away
762,57,OFF,OFF,ON,LOCKED,Away
763,56,OFF,ON,ON,LOCKED,Away
764,56,OFF,OFF,ON,LOCKED,Away
765,55,OFF,ON,ON,LOCKED,Away
766,56,OFF,OFF,ON,LOCKED,Away
767,55,OFF,ON,ON,LOCKED,Away
768,54,OFF,ON,ON,LOCKED,Away
769,54,OFF,ON,ON,LOCKED,Away
770,53,OFF,OFF,ON,LOCKED,Away
771,52,OFF,ON,ON,LOCKED,Away
772,53,OFF,OFF,ON,LOCKED,Away
773,52,OFF,ON,ON,LOCKED,Away
774,51,OFF,ON,ON,LOCKED,Away
775,50,OFF,ON,ON,LOCKED,Away
776,50,OFF,OFF,ON,LOCKED,Away
777,51,OFF,ON,ON,LOCKED,Away
778,50,OFF,OFF,ON,LOCKED,Away
779,50,OFF,ON,ON,LOCKED,Away
780,51,OFF,ON,ON,LOCKED,Away
781,50,OFF,OFF,ON,LOCKED,Away
782,51,OFF,ON,ON,LOCKED,Away
783,52,OFF,ON,ON,LOCKED,Away
784,51,OFF,ON,ON,LOCKED,Away
785,50,OFF,OFF,ON,LOCKED,Away
786,49,OFF,ON,ON,LOCKED,Away
787,50,OFF,ON,ON,LOCKED,Away
788,50,OFF,ON,ON,LOCKED,Away
789,51,OFF,ON,ON,LOCKED,Away
790,52,OFF,ON,ON,LOCKED,Away
791,53,OFF,ON,ON,LOCKED,Away
792,53,OFF,ON,ON,LOCKED,Away
793,52,OFF,OFF,ON,LOCKED,Home
794,51,OFF,ON,ON,LOCKED,Home
795,50,OFF,ON,ON,LOCKED,Home
796,51,OFF,OFF,ON,LOCKED,Home
797,51,OFF,ON,ON,LOCKED,Home
798,51,OFF,ON,ON,LOCKED,Home
799,51,OFF,ON,ON,LOCKED,Home
800,52,OFF,OFF,OFF,LOCKED,Home
801,52,OFF,OFF,OFF,LOCKED,Home
802,51,OFF,OFF,OFF,LOCKED,Home
803,51,OFF,OFF,OFF,LOCKED,Home
804,51,OFF,OFF,OFF,LOCKED,Home
805,51,OFF,OFF,ON,LOCKED,Home
806,52,OFF,ON,ON,LOCKED,Home
807,52,OFF,ON,ON,LOCKED,Home
808,53,OFF,OFF,OFF,LOCKED,Home
809,53,OFF,OFF,OFF,LOCKED,Home
810,52,OFF,OFF,OFF,LOCKED,Home
811,52,OFF,OFF,OFF,LOCKED,Home
812,52,OFF,OFF,OFF,LOCKED,Home
813,51,OFF,OFF,ON,LOCKED,Away
814,50,OFF,ON,ON,LOCKED,Home
815,51,OFF,OFF,OFF,LOCKED,Home
816,50,OFF,OFF,OFF,LOCKED,Home
817,50,OFF,OFF,ON,LOCKED,Away
818,50,OFF,ON,ON,LOCKED,Away
819,49,OFF,ON,ON,LOCKED,Away
820,50,OFF,ON,ON,LOCKED,Away
821,49,OFF,ON,ON,LOCKED,Away
822,48,OFF,ON,ON,LOCKED,Away
823,48,OFF,ON,ON,LOCKED,Away
824,48,OFF,OFF,ON,LOCKED,Away
825,47,OFF,ON,ON,LOCKED,Home
826,46,OFF,ON,ON,LOCKED,Home
827,45,OFF,OFF,OFF,LOCKED,Home
828,45,OFF,OFF,OFF,LOCKED,Home
829,45,OFF,OFF,OFF,LOCKED,Home
830,45,OFF,OFF,OFF,LOCKED,Home
831,45,OFF,OFF,OFF,LOCKED,Home
832,46,OFF,OFF,ON,LOCKED,Home
833,45,OFF,ON,ON,LOCKED,Away
834,44,OFF,OFF,ON,LOCKED,Away
835,44,OFF,ON,ON,LOCKED,Away
836,43,OFF,ON,ON,LOCKED,Away
837,43,OFF,OFF,ON,LOCKED,Away
838,43,OFF,ON,ON,LOCKED,Away
839,42,OFF,ON,ON,LOCKED,Away
840,42,OFF,OFF,ON,LOCKED,Away
841,43,OFF,ON,ON,LOCKED,Away
842,42,OFF,OFF,ON,LOCKED,Home
843,42,OFF,ON,ON,LOCKED,Home
844,42,OFF,ON,ON,LOCKED,Home
845,42,OFF,ON,ON,LOCKED,Home
846,43,OFF,ON,ON,LOCKED,Home
847,42,OFF,OFF,OFF,LOCKED,Home
848,41,OFF,OFF,OFF,LOCKED,Home
849,41,OFF,OFF,OFF,LOCKED,Home
850,42,OFF,OFF,OFF,LOCKED,Home
851,42,OFF,OFF,OFF,LOCKED,Home
852,42,OFF,OFF,ON,LOCKED,Home
853,41,OFF,ON,ON,LOCKED,Home
854,41,OFF,OFF,ON,LOCKED,Away
855,41,OFF,ON,ON,LOCKED,Away
856,41,OFF,ON,ON,LOCKED,Away
857,41,OFF,OFF,ON,LOCKED,Away
858,40,OFF,ON,ON,LOCKED,Away
859,39,OFF,OFF,ON,LOCKED,Away
860,38,OFF,ON,ON,LOCKED,Away
861,38,OFF,ON,ON,LOCKED,Away
862,38,OFF,ON,ON,LOCKED,Away
863,39,OFF,ON,ON,LOCKED,Away
864,40,OFF,ON,ON,LOCKED,Away
865,39,OFF,ON,ON,LOCKED,Away
866,38,OFF,OFF,ON,LOCKED,Away
867,39,OFF,ON,ON,LOCKED,Away
868,38,OFF,OFF,ON,LOCKED,Away
869,39,OFF,ON,ON,LOCKED,Away
870,38,OFF,ON,ON,LOCKED,Away
871,38,OFF,OFF,ON,LOCKED,Home
872,37,OFF,ON,OFF,LOCKED,Home
873,38,OFF,ON,OFF,LOCKED,Home
874,37,OFF,OFF,OFF,LOCKED,Home
875,36,OFF,OFF,OFF,LOCKED,Home
876,36,OFF,OFF,OFF,LOCKED,Home
877,36,OFF,OFF,OFF,LOCKED,Home
878,35,OFF,OFF,OFF,LOCKED,Home
879,35,OFF,OFF,ON,LOCKED,Home
880,34,OFF,ON,ON,LOCKED,Home
881,35,OFF,ON,ON,LOCKED,Home
882,35,OFF,OFF,OFF,LOCKED,Home
883,34,OFF,OFF,OFF,LOCKED,Home
884,34,OFF,OFF,OFF,LOCKED,Home
885,35,OFF,OFF,OFF,LOCKED,Home
886,36,OFF,OFF,OFF,LOCKED,Home
887,35,OFF,OFF,ON,LOCKED,Home
888,35,OFF,ON,ON,LOCKED,Home
889,34,OFF,OFF,OFF,LOCKED,Home
890,34,OFF,OFF,OFF,LOCKED,Home
891,35,OFF,OFF,OFF,LOCKED,Home
892,36,OFF,OFF,OFF,LOCKED,Home
893,37,OFF,OFF,OFF,LOCKED,Home
894,38,OFF,OFF,ON,LOCKED,Home
895,39,OFF,ON,ON,LOCKED,Home
896,38,OFF,ON,ON,LOCKED,Home
897,39,OFF,ON,ON,LOCKED,Home
898,38,OFF,OFF,OFF,LOCKED,Home
899,37,OFF,OFF,OFF,LOCKED,Home
900,36,OFF,OFF,OFF,LOCKED,Home
901,35,OFF,OFF,OFF,LOCKED,Home
902,35,OFF,OFF,OFF,LOCKED,Home
903,34,OFF,OFF,ON,LOCKED,Home
904,33,OFF,ON,ON,LOCKED,Home
905,34,OFF,ON,ON,LOCKED,Home
906,35,OFF,ON,ON,LOCKED,Home
907,35,OFF,OFF,ON,LOCKED,Home
908,34,OFF,ON,OFF,LOCKED,Home
909,34,OFF,OFF,ON,LOCKED,Away
910,33,OFF,ON,ON,LOCKED,Away
911,32,OFF,OFF,ON,LOCKED,Home
912,32,OFF,ON,ON,LOCKED,Away
913,33,OFF,ON,ON,LOCKED,Away
914,32,OFF,ON,ON,LOCKED,Away
915,33,OFF,OFF,ON,LOCKED,Away
916,32,OFF,ON,ON,LOCKED,Away
917,32,OFF,OFF,ON,LOCKED,Home
918,33,OFF,ON,ON,LOCKED,Home
919,32,OFF,OFF,OFF,LOCKED,Home
920,32,OFF,OFF,OFF,LOCKED,Home
921,33,OFF,OFF,OFF,LOCKED,Home
922,33,OFF,OFF,OFF,LOCKED,Home
923,32,OFF,OFF,OFF,LOCKED,Home
924,33,OFF,OFF,ON,LOCKED,Home
925,34,OFF,ON,OFF,LOCKED,Home
926,35,OFF,ON,OFF,LOCKED,Home
927,36,OFF,ON,OFF,LOCKED,Home
928,35,OFF,ON,OFF,LOCKED,Home
929,36,OFF,ON,OFF,LOCKED,Home
930,35,OFF,ON,OFF,LOCKED,Home
931,36,OFF,OFF,OFF,LOCKED,Home
932,35,OFF,OFF,OFF,LOCKED,Home
933,34,OFF,OFF,OFF,LOCKED,Home
934,33,OFF,OFF,OFF,LOCKED,Home
935,33,OFF,OFF,ON,LOCKED,Away
936,33,OFF,ON,ON,LOCKED,Away
937,32,OFF,ON,ON,LOCKED,Away
938,32,OFF,ON,ON,LOCKED,Away
939,32,OFF,ON,ON,LOCKED,Away
940,33,OFF,ON,ON,LOCKED,Away
941,32,OFF,OFF,ON,LOCKED,Home
942,33,OFF,ON,ON,LOCKED,Home
943,32,OFF,ON,ON,LOCKED,Home
944,31,OFF,OFF,OFF,LOCKED,Home
945,30,OFF,OFF,OFF,LOCKED,Home
946,31,OFF,OFF,OFF,LOCKED,Home
947,31,OFF,OFF,OFF,LOCKED,Home
948,31,OFF,OFF,OFF,LOCKED,Home
949,30,OFF,OFF,ON,LOCKED,Home
950,29,OFF,ON,ON,LOCKED,Home
951,30,OFF,ON,ON,LOCKED,Home
952,31,OFF,ON,ON,LOCKED,Home
953,32,OFF,OFF,ON,LOCKED,Home
954,31,OFF,ON,ON,LOCKED,Home
955,31,OFF,OFF,ON,LOCKED,Away
956,32,OFF,ON,ON,LOCKED,Away
957,33,OFF,ON,ON,LOCKED,Away
958,34,OFF,OFF,ON,LOCKED,Away
959,33,OFF,ON,ON,LOCKED,Away
960,32,OFF,OFF,ON,LOCKED,Away
961,31,OFF,ON,ON,LOCKED,Away
962,32,OFF,ON,ON,LOCKED,Away
963,32,OFF,OFF,ON,LOCKED,Away
964,32,OFF,ON,ON,LOCKED,Home
965,32,OFF,ON,ON,LOCKED,Home
966,31,OFF,ON,ON,LOCKED,Home
967,31,OFF,ON,ON,LOCKED,Home
968,31,OFF,ON,ON,LOCKED,Home
969,30,OFF,OFF,ON,LOCKED,Home
970,30,OFF,ON,ON,LOCKED,Home
971,30,OFF,OFF,OFF,LOCKED,Home
972,31,OFF,OFF,ON,LOCKED,Away
973,31,OFF,ON,ON,LOCKED,Away
974,30,OFF,ON,ON,LOCKED,Away
975,30,OFF,OFF,ON,LOCKED,Away
976,30,OFF,ON,ON,LOCKED,Away
977,31,OFF,ON,ON,LOCKED,Away
978,30,OFF,ON,ON,LOCKED,Away
979,31,OFF,ON,ON,LOCKED,Away
980,30,OFF,OFF,ON,LOCKED,Away
981,31,OFF,ON,ON,LOCKED,Away
982,31,OFF,ON,ON,LOCKED,Away
983,32,OFF,OFF,ON,LOCKED,Away
984,33,OFF,ON,ON,LOCKED,Away
985,34,OFF,OFF,ON,LOCKED,Away
986,35,OFF,ON,ON,LOCKED,Away
987,35,OFF,OFF,ON,LOCKED,Home
988,34,OFF,ON,ON,LOCKED,Away
989,33,OFF,OFF,ON,LOCKED,Away
990,34,OFF,ON,ON,LOCKED,Away
991,33,OFF,OFF,ON,LOCKED,Away
992,33,OFF,ON,ON,LOCKED,Away
993,34,OFF,OFF,ON,LOCKED,Away
994,34,OFF,ON,ON,LOCKED,Away
995,35,OFF,ON,ON,LOCKED,Away
996,35,OFF,ON,ON,LOCKED,Away
997,36,OFF,OFF,ON,LOCKED,Home
998,35,OFF,ON,OFF,LOCKED,Home
999,34,OFF,ON,OFF,LOCKED,Home
1000,35,OFF,ON,OFF,LOCKED,Home
1001,35,OFF,ON,OFF,LOCKED,Home
1002,34,OFF,OFF,OFF,LOCKED,Home
1003,35,OFF,OFF,OFF,LOCKED,Home
1004,36,OFF,OFF,OFF,LOCKED,Home
1005,36,OFF,OFF,OFF,LOCKED,Home
1006,36,OFF,OFF,OFF,LOCKED,Home
1007,37,OFF,OFF,ON,LOCKED,Home
1008,38,OFF,ON,ON,LOCKED,Home
1009,39,OFF,OFF,OFF,LOCKED,Home
1010,40,OFF,OFF,OFF,LOCKED,Home
1011,41,OFF,OFF,OFF,LOCKED,Home
1012,41,OFF,OFF,OFF,LOCKED,Home
1013,41,OFF,OFF,OFF,LOCKED,Home
1014,42,OFF,OFF,ON,LOCKED,Home
1015,42,OFF,ON,OFF,LOCKED,Home
1016,43,OFF,OFF,ON,LOCKED,Away
1017,42,OFF,ON,ON,LOCKED,Away
1018,42,OFF,ON,ON,LOCKED,Away
1019,42,OFF,OFF,ON,LOCKED,Away
1020,43,OFF,ON,ON,LOCKED,Home
1021,44,OFF,OFF,ON,LOCKED,Away
1022,44,OFF,ON,ON,LOCKED,Away
1023,44,OFF,OFF,ON,LOCKED,Away
1024,43,OFF,ON,ON,LOCKED,Away
1025,42,OFF,OFF,ON,LOCKED,Away
1026,41,OFF,ON,ON,LOCKED,Away
1027,40,OFF,ON,ON,LOCKED,Away
1028,39,OFF,ON,ON,LOCKED,Away
1029,39,OFF,OFF,ON,LOCKED,Away
1030,39,OFF,ON,ON,LOCKED,Away
1031,38,OFF,ON,ON,LOCKED,Away
1032,38,OFF,OFF,ON,LOCKED,Home
1033,38,OFF,ON,ON,LOCKED,Home
1034,37,OFF,OFF,ON,LOCKED,Home
1035,36,OFF,ON,ON,LOCKED,Home
1036,37,OFF,ON,ON,LOCKED,Home
1037,37,OFF,OFF,OFF,LOCKED,Home
1038,37,OFF,OFF,OFF,LOCKED,Home
1039,37,OFF,OFF,OFF,LOCKED,Home
1040,37,OFF,OFF,OFF,LOCKED,Home
1041,37,OFF,OFF,OFF,LOCKED,Home
1042,38,OFF,OFF,ON,LOCKED,Home
1043,38,OFF,ON,OFF,LOCKED,Home
1044,39,OFF,OFF,OFF,LOCKED,Home
1045,39,OFF,OFF,OFF,LOCKED,Home
1046,38,OFF,OFF,OFF,LOCKED,Home
1047,39,OFF,OFF,OFF,LOCKED,Home
1048,38,OFF,OFF,ON,LOCKED,Away
1049,37,OFF,ON,ON,LOCKED,Away
1050,38,OFF,ON,ON,LOCKED,Away
1051,37,OFF,OFF,ON,LOCKED,Away
1052,37,OFF,ON,ON,LOCKED,Away
1053,36,OFF,ON,ON,LOCKED,Away
1054,36,OFF,ON,ON,LOCKED,Away
1055,35,OFF,OFF,ON,LOCKED,Away
1056,36,OFF,ON,ON,LOCKED,Away
1057,35,OFF,ON,ON,LOCKED,Away
1058,36,OFF,OFF,ON,LOCKED,Away
1059,36,OFF,ON,ON,LOCKED,Away
1060,37,OFF,ON,ON,LOCKED,Away
1061,36,OFF,ON,ON,LOCKED,Away
1062,37,OFF,OFF,ON,LOCKED,Away
1063,37,OFF,ON,ON,LOCKED,Away
1064,36,OFF,OFF,ON,LOCKED,Away
1065,35,OFF,ON,ON,LOCKED,Away
1066,36,OFF,ON,ON,LOCKED,Away
1067,37,OFF,ON,ON,LOCKED,Away
1068,38,OFF,ON,ON,LOCKED,Away
1069,38,OFF,OFF,ON,LOCKED,Away
1070,39,OFF,ON,ON,LOCKED,Away
1071,39,OFF,ON,ON,LOCKED,Away
1072,40,OFF,ON,ON,LOCKED,Away
1073,40,OFF,OFF,ON,LOCKED,Home
1074,41,OFF,ON,ON,LOCKED,Home
1075,40,OFF,ON,ON,LOCKED,Home
1076,39,OFF,ON,ON,LOCKED,Home
1077,39,OFF,ON,ON,LOCKED,Home
1078,38,OFF,ON,ON,LOCKED,Home
1079,37,OFF,ON,ON,LOCKED,Home
1080,36,OFF,OFF,OFF,LOCKED,Home
1081,37,OFF,OFF,OFF,LOCKED,Home
1082,38,OFF,OFF,OFF,LOCKED,Home
1083,38,OFF,OFF,OFF,LOCKED,Home
1084,39,OFF,OFF,OFF,LOCKED,Home
1085,39,OFF,OFF,ON,LOCKED,Home
1086,40,OFF,ON,ON,LOCKED,Away
1087,41,OFF,OFF,ON,LOCKED,Away
1088,42,OFF,ON,ON,LOCKED,Away
1089,42,OFF,ON,ON,LOCKED,Away
1090,43,OFF,ON,ON,LOCKED,Away
1091,42,OFF,ON,ON,LOCKED,Away
1092,42,OFF,ON,ON,LOCKED,Away
1093,41,OFF,ON,ON,LOCKED,Away
1094,40,OFF,ON,ON,LOCKED,Away
1095,40,OFF,ON,ON,LOCKED,Away
1096,41,OFF,ON,ON,LOCKED,Away
1097,40,OFF,ON,ON,LOCKED,Away
1098,40,OFF,OFF,ON,LOCKED,Away
1099,39,OFF,ON,ON,LOCKED,Away
1100,40,OFF,ON,ON,LOCKED,Away
1101,40,OFF,OFF,ON,LOCKED,Home
1102,39,OFF,ON,ON,LOCKED,Home
1103,40,OFF,ON,ON,LOCKED,Home
1104,41,OFF,ON,ON,LOCKED,Home
1105,42,OFF,ON,ON,LOCKED,Home
1106,43,OFF,OFF,OFF,LOCKED,Home
1107,43,OFF,OFF,OFF,LOCKED,Home
1108,44,OFF,OFF,OFF,LOCKED,Home
1109,43,OFF,OFF,OFF,LOCKED,Home
1110,42,OFF,OFF,OFF,LOCKED,Home
1111,41,OFF,OFF,ON,LOCKED,Away
1112,42,OFF,ON,ON,LOCKED,Away
1113,41,OFF,OFF,ON,LOCKED,Away
1114,41,OFF,ON,ON,LOCKED,Away
1115,42,OFF,ON,ON,LOCKED,Away
1116,41,OFF,ON,ON,LOCKED,Away
1117,40,OFF,OFF,ON,LOCKED,Away
1118,41,OFF,ON,ON,LOCKED,Away
1119,40,OFF,ON,ON,LOCKED,Away
1120,39,OFF,OFF,ON,LOCKED,Home
1121,39,OFF,ON,ON,LOCKED,Home
1122,39,OFF,OFF,OFF,LOCKED,Home
1123,38,OFF,OFF,OFF,LOCKED,Home
1124,38,OFF,OFF,OFF,LOCKED,Home
1125,38,OFF,OFF,OFF,LOCKED,Home
1126,37,OFF,OFF,OFF,LOCKED,Home
1127,38,OFF,OFF,ON,LOCKED,Home
1128,39,OFF,ON,ON,LOCKED,Home
1129,40,OFF,ON,ON,LOCKED,Home
1130,39,OFF,ON,ON,LOCKED,Home
1131,38,OFF,ON,ON,LOCKED,Home
1132,37,OFF,ON,ON,LOCKED,Home
1133,37,OFF,ON,ON,LOCKED,Home
1134,38,OFF,ON,ON,LOCKED,Home
1135,37,OFF,OFF,OFF,LOCKED,Home
1136,36,OFF,OFF,OFF,LOCKED,Home
1137,36,OFF,OFF,ON,LOCKED,Away
1138,37,OFF,ON,ON,LOCKED,Away
1139,37,OFF,ON,ON,LOCKED,Away
1140,38,OFF,ON,ON,LOCKED,Away
1141,39,OFF,ON,ON,LOCKED,Away
1142,40,OFF,OFF,ON,LOCKED,Away
1143,40,OFF,ON,ON,LOCKED,Away
1144,40,OFF,ON,ON,LOCKED,Away
1145,40,OFF,OFF,ON,LOCKED,Away
1146,39,OFF,ON,ON,LOCKED,Away
1147,38,OFF,OFF,ON,LOCKED,Away
1148,37,OFF,ON,ON,LOCKED,Away
1149,36,OFF,ON,ON,LOCKED,Away
1150,36,OFF,OFF,ON,LOCKED,Away
1151,36,OFF,ON,ON,LOCKED,Away
1152,35,OFF,ON,ON,LOCKED,Away
1153,34,OFF,OFF,ON,LOCKED,Home
1154,35,OFF,ON,ON,LOCKED,Home
1155,36,OFF,ON,ON,LOCKED,Home
1156,36,OFF,ON,ON,LOCKED,Home
1157,36,OFF,OFF,OFF,LOCKED,Home
1158,36,OFF,OFF,OFF,LOCKED,Home
1159,36,OFF,OFF,OFF,LOCKED,Home
1160,35,OFF,OFF,OFF,LOCKED,Home
1161,35,OFF,OFF,OFF,LOCKED,Home
1162,34,OFF,OFF,ON,LOCKED,Home
1163,33,OFF,ON,ON,LOCKED,Away
1164,34,OFF,ON,ON,LOCKED,Away
1165,34,OFF,ON,ON,LOCKED,Away
1166,35,OFF,OFF,ON,LOCKED,Away
1167,35,OFF,ON,ON,LOCKED,Away
1168,35,OFF,ON,ON,LOCKED,Away
1169,34,OFF,ON,ON,LOCKED,Away
1170,33,OFF,ON,ON,LOCKED,Away
1171,33,OFF,ON,ON,LOCKED,Away
